PLAYER_NAME,PLAYER_ID,ab3c attempt,ab3lc attempt,ab3rc attempt,paint attempt,lc3 attempt,mrc attempt,mrlc attempt,mrl attempt,mrrc attempt,mrr attempt,ra attempt,rc3 attempt,ab3c pct,ab3lc pct,ab3rc pct,paint pct,lc3 pct,mrc pct,mrlc pct,mrl pct,mrrc pct,mrr pct,ra pct,rc3 pct,total_attempts,Salary,Pos,Ht,Wt,Exp,Birth Date
Alex Poythress,1627816,2,2,1,3,11,0,1,0,1,0,53,7,0,0.5,0,0.3333333333333333,0.36363636363636365,0,0,0,0,0,0.5660377358490566,0.5714285714285714,81,77250,PF,6-9,235,2,"September 6, 1993"
Alfonzo McKinnie,1628035,3,34,18,19,37,6,0,3,5,5,119,26,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.3684210526315789,0.43243243243243246,0.3333333333333333,0,0.3333333333333333,0.4,0.2,0.6638655462184874,0.23076923076923078,275,1349383,SF,6-7,215,1,"September 17, 1992"
Alize Johnson,1628993,0,1,0,3,1,0,1,1,1,2,6,0,0,0,0,0.3333333333333333,1,0,0,0,0,0,0.3333333333333333,0,16,838464,PF,6-7,212,0,"April 22, 1996"
Allen Crabbe,203459,66,58,71,26,29,15,9,13,5,11,36,32,0.2878787878787879,0.41379310344827586,0.3380281690140845,0.2692307692307692,0.5172413793103449,0.26666666666666666,0.1111111111111111,0.3076923076923077,0.4,0.18181818181818182,0.5555555555555556,0.46875,373,19332500,SG,6-5,212,5,"April 9, 1992"
Allonzo Trier,1629019,39,38,33,49,11,53,19,13,25,15,212,11,0.41025641025641024,0.42105263157894735,0.36363636363636365,0.30612244897959184,0.2727272727272727,0.3584905660377358,0.2631578947368421,0.3076923076923077,0.48,0.4666666666666667,0.5566037735849056,0.45454545454545453,518,3382000,SG,6-4,200,0,"January 17, 1996"
Amile Jefferson,1628518,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0.25,0,0,0,0,0,0,0.75,0,16,77250,PF,6-9,222,0,"May 7, 1993"
Amir Johnson,101161,16,7,9,38,3,2,0,0,2,0,75,4,0.25,0.2857142857142857,0.5555555555555556,0.34210526315789475,0,1,0,0,0,0,0.6933333333333334,0.25,157,2393887,C,6-9,240,13,"May 1, 1987"
Andre Drummond,203083,11,7,6,232,4,3,3,13,1,17,745,3,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.3793103448275862,0.25,0.3333333333333333,0,0.3076923076923077,0,0.23529411764705882,0.6161073825503356,0,1052,25434262,C,6-10,279,6,"August 10, 1993"
Andre Iguodala,2738,17,32,33,17,31,2,6,7,8,10,108,30,0.35294117647058826,0.1875,0.3333333333333333,0.29411764705882354,0.3548387096774194,0.5,0.5,0,0.25,0.2,0.8333333333333334,0.4666666666666667,302,16000000,SF,6-6,215,14,"January 28, 1984"
Andre Ingram,201281,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76236,SG,6-3,190,1,"November 19, 1985"
Andrew Bogut,101106,0,0,0,10,0,0,0,1,1,0,24,0,0,0,0,0.4,0,0,0,1,0,0,0.5416666666666666,0,36,486892,C,7-0,260,13,"November 28, 1984"
Andrew Harrison,1626150,3,10,7,5,1,1,1,3,2,2,14,3,0,0.1,0.42857142857142855,0.4,0,0,0,0.3333333333333333,0,0,0.5714285714285714,0.3333333333333333,53,354500,PG,6-6,213,2,"October 28, 1994"
Andrew Wiggins,203952,71,136,74,184,39,59,60,86,57,58,360,22,0.352112676056338,0.3235294117647059,0.25675675675675674,0.32608695652173914,0.5897435897435898,0.3389830508474576,0.23333333333333334,0.43023255813953487,0.2631578947368421,0.43103448275862066,0.5833333333333334,0.2727272727272727,1209,25467250,SF,6-7,197,4,"February 23, 1995"
Anfernee Simons,1629014,4,13,7,10,5,3,3,5,1,0,12,0,0.75,0.3076923076923077,0.14285714285714285,0.3,0.4,0.3333333333333333,0.3333333333333333,0.6,1,0,0.75,0,63,1837800,SG,6-3,181,0,"June 8, 1999"
Angel Delgado,1629116,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,77250,C,6-10,245,0,"November 20, 1994"
Ante Zizic,1627790,0,0,0,91,0,9,2,8,3,12,206,0,0,0,0,0.37362637362637363,0,0.4444444444444444,0,0.25,0.6666666666666666,0.5,0.6553398058252428,0,331,1952760,C,6-10,266,1,"January 4, 1997"
Anthony Davis,203076,54,40,39,218,6,41,49,81,26,37,429,5,0.37037037037037035,0.325,0.23076923076923078,0.42201834862385323,0.8333333333333334,0.4146341463414634,0.3469387755102041,0.3333333333333333,0.3076923076923077,0.3783783783783784,0.7156177156177156,0.2,1026,25434263,C,6-10,253,6,"March 11, 1993"
Anthony Tolliver,201229,38,56,61,9,29,1,2,1,1,4,25,32,0.39473684210526316,0.39285714285714285,0.3770491803278688,0.2222222222222222,0.3448275862068966,1,0,0,1,0.5,0.48,0.34375,259,5750000,PF,6-8,240,10,"June 1, 1985"
Antonio Blakeney,1628469,24,12,14,117,31,51,14,25,17,16,66,8,0.2916666666666667,0.16666666666666666,0.42857142857142855,0.4188034188034188,0.5161290322580645,0.3333333333333333,0.42857142857142855,0.4,0.29411764705882354,0.1875,0.6212121212121212,0.5,396,1349383,SG,6-4,192,1,"October 4, 1996"
Aron Baynes,203382,32,9,9,28,5,6,2,6,1,4,115,6,0.28125,0.5555555555555556,0.3333333333333333,0.4642857142857143,0.4,0.3333333333333333,0.5,0.5,0,0.5,0.5478260869565217,0.3333333333333333,223,5193600,C,6-10,260,6,"December 9, 1986"
Austin Rivers,203085,33,126,92,85,42,1,0,2,1,7,149,32,0.42424242424242425,0.2777777777777778,0.34782608695652173,0.4117647058823529,0.23809523809523808,1,0,0,1,0.2857142857142857,0.5973154362416108,0.40625,572,13155324,SG,6-4,200,6,"August 1, 1992"
Avery Bradley,202340,23,86,39,66,64,60,56,29,29,18,107,28,0.30434782608695654,0.37209302325581395,0.3076923076923077,0.3787878787878788,0.375,0.5333333333333333,0.42857142857142855,0.5172413793103449,0.3793103448275862,0.2777777777777778,0.4672897196261682,0.39285714285714285,608,12000000,SG,6-3,180,8,"November 26, 1990"
Bam Adebayo,1628389,2,6,1,115,3,10,0,12,6,17,311,1,0,0.5,0,0.40869565217391307,0,0.4,0,0.16666666666666666,0.5,0.4117647058823529,0.6881028938906752,0,486,2955840,C,6-9,255,1,"July 18, 1997"
Ben McLemore,203463,7,9,11,3,9,2,4,3,1,2,8,4,0.42857142857142855,0.4444444444444444,0.5454545454545454,0,0.3333333333333333,0,0.75,0,0,0.5,0.5,0.25,64,5460000,SG,6-3,195,5,"February 11, 1993"
Ben Simmons,1627732,3,1,2,253,0,5,10,17,3,32,634,0,0,0,0,0.39920948616600793,0,0.2,0.1,0.29411764705882354,0,0.21875,0.6703470031545742,0,960,6434520,PG,6-11,240,1,"July 20, 1996"
Billy Garrett,1628656,1,5,2,6,0,1,0,1,4,1,6,0,0,0,0,0.5,0,1,0,1,0.25,0,0.8333333333333334,0,27,67370,SG,6-6,213,0,"October 16, 1994"
Bismack Biyombo,202687,0,0,0,32,0,5,2,3,0,7,107,0,0,0,0,0.40625,0,0.4,0,0.6666666666666666,0,0.2857142857142857,0.6542056074766355,0,156,17000000,C,6-8,255,7,"August 28, 1992"
Blake Griffin,201933,115,175,128,247,72,12,12,54,10,18,467,28,0.3826086956521739,0.38857142857142857,0.265625,0.3603238866396761,0.4583333333333333,0.08333333333333333,0.4166666666666667,0.2222222222222222,0.5,0.2777777777777778,0.6723768736616702,0.32142857142857145,1341,31873932,PF,6-9,250,8,"March 16, 1989"
Boban Marjanovic,1626246,4,2,0,63,0,9,2,5,3,6,162,4,0.25,0,0,0.47619047619047616,0,0.2222222222222222,1,0.6,0.3333333333333333,0.6666666666666666,0.7037037037037037,0.75,260,9490740,C,7-4,290,3,"August 15, 1988"
Bobby Portis,1626171,69,51,49,136,13,13,11,23,16,40,198,9,0.4057971014492754,0.35294117647058826,0.4489795918367347,0.39705882352941174,0.46153846153846156,0.3076923076923077,0.36363636363636365,0.2608695652173913,0.3125,0.45,0.5707070707070707,0.1111111111111111,628,2494346,PF,6-10,250,3,"February 10, 1995"
Bogdan Bogdanovic,203992,82,130,114,164,20,45,15,30,24,32,181,23,0.35365853658536583,0.36153846153846153,0.3684210526315789,0.40853658536585363,0.4,0.37777777777777777,0.6666666666666666,0.36666666666666664,0.4166666666666667,0.375,0.5524861878453039,0.34782608695652173,863,9000000,SG,6-6,220,1,"August 18, 1992"
Bojan Bogdanovic,202711,58,119,91,152,69,31,16,39,17,57,353,49,0.4482758620689655,0.31932773109243695,0.43956043956043955,0.42105263157894735,0.5507246376811594,0.41935483870967744,0.375,0.3076923076923077,0.6470588235294118,0.45614035087719296,0.6402266288951841,0.4489795918367347,1051,10500000,SF,6-8,226,4,"April 18, 1989"
Bonzie Colson,1629045,3,5,4,2,5,0,1,1,0,1,13,3,0.3333333333333333,0.4,0,0.5,0,0,1,0,0,0,0.46153846153846156,0.6666666666666666,39,77250,SF,6-6,224,0,"January 12, 1996"
Brad Wanamaker,202954,11,20,7,21,1,2,3,1,8,8,23,0,0.36363636363636365,0.35,0.7142857142857143,0.38095238095238093,0,0,0.6666666666666666,0,0.375,0.5,0.7391304347826086,0,105,838464,PG,6-3,210,0,"July 25, 1989"
Bradley Beal,203078,132,225,149,166,51,85,55,74,78,53,501,39,0.3939393939393939,0.3111111111111111,0.3288590604026846,0.42771084337349397,0.43137254901960786,0.4,0.36363636363636365,0.527027027027027,0.4358974358974359,0.37735849056603776,0.6726546906187625,0.41025641025641024,1609,25434262,SG,6-3,207,6,"June 28, 1993"
Brandon Goodwin,1629164,0,4,2,5,0,0,1,1,0,2,8,0,0,0.25,0.5,0,0,0,0,0,0,0,0.5,0,23,56845,PG,6-0,180,0,"October 2, 1995"
Brandon Ingram,1627742,8,23,22,158,14,42,26,28,39,50,293,26,0.375,0.21739130434782608,0.4090909090909091,0.4810126582278481,0.35714285714285715,0.30952380952380953,0.4230769230769231,0.25,0.5128205128205128,0.38,0.6313993174061433,0.34615384615384615,729,5757120,SF,6-8,190,2,"September 2, 1997"
Brandon Knight,202688,28,45,36,53,9,6,5,6,18,8,35,11,0.25,0.3333333333333333,0.3888888888888889,0.24528301886792453,0.3333333333333333,0.8333333333333334,0.6,0.5,0.6666666666666666,0.375,0.5428571428571428,0.18181818181818182,260,14631250,PG,6-2,182,6,"December 2, 1991"
Brandon Sampson,1629102,3,8,9,10,7,0,1,0,1,0,19,2,0,0.375,0.4444444444444444,0.5,0.2857142857142857,0,0,0,0,0,0.631578947368421,1,60,77250,SG,6-5,184,0,"May 1, 1997"
Brook Lopez,201572,147,139,151,97,26,6,0,9,5,13,144,49,0.32653061224489793,0.34532374100719426,0.3973509933774834,0.4639175257731959,0.5,0.16666666666666666,0,0.4444444444444444,0.2,0.6923076923076923,0.75,0.3673469387755102,786,3382000,C,7-0,282,10,"April 1, 1988"
Bruce Brown,1628971,10,15,20,61,23,0,0,3,1,3,153,21,0.1,0.4,0.05,0.2786885245901639,0.30434782608695654,0,0,0.6666666666666666,0,0,0.5359477124183006,0.42857142857142855,314,838464,SG,6-4,202,0,"August 15, 1996"
Bruno Caboclo,203998,19,28,28,22,33,1,0,1,1,1,69,21,0.42105263157894735,0.5714285714285714,0.17857142857142858,0.22727272727272727,0.36363636363636365,1,0,0,1,1,0.5797101449275363,0.3333333333333333,225,705361,PF,6-9,218,4,"September 21, 1995"
Bryn Forbes,1627854,80,139,142,106,29,65,26,24,34,29,94,20,0.4375,0.38848920863309355,0.4154929577464789,0.44339622641509435,0.5862068965517241,0.4153846153846154,0.8076923076923077,0.5416666666666666,0.4411764705882353,0.27586206896551724,0.574468085106383,0.55,791,3125000,SG,6-2,205,2,"July 23, 1993"
Buddy Hield,1627741,101,226,187,131,76,78,54,61,46,48,292,58,0.4752475247524752,0.39823008849557523,0.37433155080213903,0.31297709923664124,0.5263157894736842,0.48717948717948717,0.3888888888888889,0.4262295081967213,0.5217391304347826,0.3333333333333333,0.6164383561643836,0.5,1360,3833760,SG,6-4,220,2,"December 17, 1992"
Caleb Swanigan,1628403,0,1,2,17,3,1,3,2,1,1,21,1,0,0,0,0.23529411764705882,0.3333333333333333,0,0,0.5,0,0,0.5714285714285714,0,53,1740000,PF,6-9,260,1,"April 18, 1997"
Cameron Payne,1626166,15,26,26,43,5,6,3,11,9,9,59,10,0.3333333333333333,0.2692307692307692,0.2692307692307692,0.5116279069767442,0.8,0.16666666666666666,0.6666666666666666,0.36363636363636365,0.5555555555555556,0.3333333333333333,0.576271186440678,0.2,223,3440356,PG,6-1,183,3,"August 8, 1994"
Caris LeVert,1627747,38,66,34,125,9,10,1,5,5,3,180,7,0.34210526315789475,0.3181818181818182,0.23529411764705882,0.392,0.4444444444444444,0.2,0,0,0.4,0,0.5888888888888889,0.2857142857142857,483,1702800,SF,6-6,205,2,"August 25, 1994"
Carmelo Anthony,2546,10,30,21,7,1,4,4,10,5,7,20,2,0.4,0.3,0.3333333333333333,0.5714285714285714,0,0.25,0.5,0.3,0.2,0.7142857142857143,0.6,0.5,121,2393887,PF,6-7,238,15,"May 29, 1984"
Cedi Osman,1626224,76,102,104,100,43,17,13,33,24,19,264,47,0.3815789473684211,0.37254901960784315,0.3173076923076923,0.36,0.32558139534883723,0.29411764705882354,0.5384615384615384,0.45454545454545453,0.375,0.21052631578947367,0.5833333333333334,0.3404255319148936,844,2775000,SF,6-7,230,1,"April 8, 1995"
Chandler Hutchison,1628990,2,11,10,40,14,2,0,9,1,7,101,9,0.5,0.2727272727272727,0.2,0.375,0.35714285714285715,0.5,0,0.3333333333333333,1,0.42857142857142855,0.594059405940594,0.2222222222222222,209,1991520,SF,6-6,210,0,"April 26, 1996"
Chandler Parsons,202718,18,25,29,21,9,5,6,5,5,7,39,12,0.2222222222222222,0.32,0.41379310344827586,0.38095238095238093,0.3333333333333333,0.8,0.5,0,0.2,0.2857142857142857,0.5384615384615384,0.16666666666666666,182,24107258,SF,6-9,230,7,"October 25, 1988"
Channing Frye,101112,20,22,30,10,4,1,0,9,5,6,7,3,0.35,0.3181818181818182,0.5,0.2,0.25,0,0,0.3333333333333333,0.2,0.16666666666666666,0.5714285714285714,0.6666666666666666,117,2393887,C,7-0,255,12,"May 17, 1983"
Chasson Randle,1626184,16,33,40,20,9,3,2,2,4,4,67,17,0.3125,0.45454545454545453,0.45,0.25,0.2222222222222222,0,0.5,0.5,0,0.25,0.5522388059701493,0.35294117647058826,217,975824,PG,6-2,185,1,"February 5, 1993"
Cheick Diallo,1627767,0,0,1,69,1,2,4,20,7,23,142,1,0,0,1,0.5072463768115942,0,0,0.25,0.55,0.42857142857142855,0.6521739130434783,0.7183098591549296,0,271,1544951,PF,6-8,219,2,"September 13, 1996"
Chimezie Metu,1629002,1,0,1,20,0,1,0,7,4,7,17,0,0,0,0,0.5,0,0,0,0.2857142857142857,0,0,0.4117647058823529,0,58,838464,PF,6-9,225,0,"March 22, 1997"
Chris Boucher,1628449,9,7,13,3,3,0,0,0,0,1,35,5,0.2222222222222222,0.5714285714285714,0.23076923076923078,0,0.3333333333333333,0,0,0,0,0,0.6285714285714286,0.4,76,457418,PF,6-9,200,1,"January 11, 1993"
Chris Chiozza,1629185,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,1,8,137374,PG,5-11,175,0,"November 21, 1995"
Chris Paul,101108,95,108,88,152,22,41,5,27,14,56,72,37,0.35789473684210527,0.37037037037037035,0.3409090909090909,0.45394736842105265,0.4090909090909091,0.5121951219512195,0.4,0.4074074074074074,0.5714285714285714,0.4642857142857143,0.5555555555555556,0.2972972972972973,720,35654150,PG,6-0,175,13,"May 6, 1985"
Christian Wood,1626174,9,4,8,24,1,2,1,3,1,2,58,4,0.2222222222222222,0.25,0.625,0.3333333333333333,0,0,1,1,0,0,0.6896551724137931,0.25,117,1512601,PF,6-10,214,2,"September 27, 1995"
CJ McCollum,203468,115,153,134,215,22,88,60,63,49,59,264,20,0.34782608695652173,0.40522875816993464,0.3283582089552239,0.4604651162790698,0.5454545454545454,0.5227272727272727,0.5,0.4444444444444444,0.4897959183673469,0.5423728813559322,0.5492424242424242,0.45,1243,25759766,SG,6-3,190,5,"September 19, 1991"
Clint Capela,203991,0,0,0,109,0,2,0,4,0,0,617,0,0,0,0,0.3486238532110092,0,0,0,0,0,0,0.706645056726094,0,732,15793104,C,6-10,240,4,"May 18, 1994"
Cody Zeller,203469,14,2,6,87,0,1,1,2,2,4,226,0,0.35714285714285715,0,0.16666666666666666,0.40229885057471265,0,0,1,0,0,0.5,0.6460176991150443,0,345,13528090,C,6-11,240,5,"October 5, 1992"
Collin Sexton,1629012,67,85,106,181,22,99,71,58,78,64,361,13,0.34328358208955223,0.47058823529411764,0.42452830188679247,0.3370165745856354,0.4090909090909091,0.31313131313131315,0.352112676056338,0.41379310344827586,0.46153846153846156,0.453125,0.5373961218836565,0.15384615384615385,1206,4073760,PG,6-1,190,0,"January 4, 1999"
Corey Brewer,201147,1,19,6,18,11,1,1,1,2,1,55,7,0,0.3684210526315789,0.16666666666666666,0.1111111111111111,0.2727272727272727,0,0,0,0.5,0,0.6545454545454545,0.42857142857142855,123,2559925,SF,6-9,186,11,"March 5, 1986"
Cory Joseph,202709,20,55,53,96,17,29,31,49,31,45,96,22,0.45,0.32727272727272727,0.2641509433962264,0.4375,0.4117647058823529,0.27586206896551724,0.3548387096774194,0.4897959183673469,0.2903225806451613,0.4444444444444444,0.59375,0.2727272727272727,548,7945000,PG,6-3,200,7,"August 20, 1991"
Courtney Lee,201584,7,20,8,14,11,14,3,10,7,5,21,9,0.14285714285714285,0.2,0.125,0.5714285714285714,0.36363636363636365,0.5,0.3333333333333333,0.6,0.42857142857142855,0.2,0.5238095238095238,0.6666666666666666,129,12253780,SG,6-5,215,10,"October 3, 1985"
Cristiano Felicio,1626245,0,2,2,31,0,8,1,1,0,1,133,0,0,0,0,0.2903225806451613,0,0.375,0,0,0,1,0.6165413533834586,0,179,8470980,C,6-11,270,3,"July 7, 1992"
D'Angelo Russell,1626156,179,208,195,337,33,80,51,53,52,68,241,19,0.3240223463687151,0.39903846153846156,0.3487179487179487,0.47774480712166173,0.3939393939393939,0.475,0.43137254901960786,0.49056603773584906,0.3269230769230769,0.4264705882352941,0.5477178423236515,0.631578947368421,1517,7019698,PG,6-4,193,3,"February 23, 1996"
Dairis Bertans,1629541,7,8,12,1,3,4,1,2,2,3,0,4,0.14285714285714285,0.625,0.16666666666666666,0,0,0.25,0,0.5,0,0,0,0.5,47,194220,SG,6-4,200,0,"September 9, 1989"
Damian Jones,1627745,0,0,0,7,0,1,1,0,2,0,63,0,0,0,0,0.2857142857142857,0,1,0,0,0.5,0,0.7777777777777778,0,74,1544951,C,6-11,245,2,"June 30, 1995"
Damian Lillard,203081,207,236,165,125,14,53,67,75,35,54,481,18,0.3719806763285024,0.3813559322033898,0.36363636363636365,0.384,0.35714285714285715,0.4528301886792453,0.43283582089552236,0.48,0.45714285714285713,0.48148148148148145,0.5509355509355509,0.2777777777777778,1533,27977689,PG,6-2,195,6,"July 15, 1990"
Damion Lee,1627814,13,12,18,15,14,6,1,9,6,4,18,11,0.38461538461538464,0.16666666666666666,0.3888888888888889,0.5333333333333333,0.7142857142857143,0.5,1,0.3333333333333333,0.3333333333333333,0.75,0.5,0.2727272727272727,127,77250,SG,6-5,210,1,"October 21, 1992"
Damyean Dotson,1628422,64,80,135,48,33,55,24,28,46,28,128,28,0.234375,0.3625,0.4,0.20833333333333334,0.5151515151515151,0.43636363636363634,0.375,0.5,0.41304347826086957,0.5357142857142857,0.5703125,0.39285714285714285,698,1378242,SG,6-5,210,1,"May 6, 1994"
Daniel Hamilton,1627772,1,7,4,14,9,1,0,2,0,0,20,2,0,0.2857142857142857,0.5,0.2857142857142857,0.2222222222222222,1,0,0,0,0,0.5,1,60,1349383,SG,6-7,195,1,"August 8, 1995"
Daniel Theis,1628464,19,15,28,32,1,15,3,6,3,10,130,4,0.5789473684210527,0.2,0.42857142857142855,0.34375,0,0.26666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3,0.7538461538461538,0,266,1378242,C,6-8,245,1,"April 4, 1992"
Danilo Gallinari,201568,100,129,119,94,9,42,23,55,42,27,230,12,0.39,0.43410852713178294,0.4789915966386555,0.44680851063829785,0.2222222222222222,0.40476190476190477,0.5652173913043478,0.41818181818181815,0.21428571428571427,0.4074074074074074,0.5826086956521739,0.5,884,21587579,SF,6-10,233,9,"August 8, 1988"
Danny Green,201980,37,88,124,55,68,9,8,14,4,24,81,116,0.3783783783783784,0.3977272727272727,0.45161290322580644,0.34545454545454546,0.47058823529411764,0.4444444444444444,0.375,0.5714285714285714,0.25,0.4166666666666667,0.6172839506172839,0.5258620689655172,630,10000000,SG,6-6,215,9,"June 22, 1987"
Dante Cunningham,201967,0,7,14,27,23,5,6,2,1,4,48,20,0,0.7142857142857143,0.5,0.4444444444444444,0.34782608695652173,0.4,0,0.5,0,0.25,0.6041666666666666,0.5,158,2487000,PF,6-8,230,9,"April 22, 1987"
Dante Exum,203957,6,10,12,55,11,1,1,0,0,3,119,23,0.16666666666666666,0.2,0.3333333333333333,0.32727272727272727,0.36363636363636365,0,1,0,0,0,0.5378151260504201,0.30434782608695654,241,10600000,PG,6-5,214,3,"July 13, 1995"
Dario Saric,203967,91,87,85,71,26,19,16,5,17,21,225,33,0.3956043956043956,0.3793103448275862,0.3176470588235294,0.2676056338028169,0.34615384615384615,0.2631578947368421,0.4375,0.2,0.4117647058823529,0.19047619047619047,0.6355555555555555,0.3939393939393939,696,2526840,PF,6-10,225,2,"April 8, 1994"
Darius Miller,203121,70,121,102,29,32,22,11,12,13,16,18,37,0.35714285714285715,0.38016528925619836,0.35294117647058826,0.3793103448275862,0.4375,0.5,0.5454545454545454,0.3333333333333333,0.46153846153846156,0.4375,0.6666666666666666,0.2972972972972973,484,2205000,SF,6-6,225,4,"March 21, 1990"
Darren Collison,201954,36,41,47,53,31,62,62,21,47,44,178,35,0.4444444444444444,0.24390243902439024,0.3617021276595745,0.33962264150943394,0.4838709677419355,0.43548387096774194,0.5161290322580645,0.3333333333333333,0.48936170212765956,0.45454545454545453,0.5786516853932584,0.5714285714285714,659,10000000,PG,6-0,175,9,"August 23, 1987"
Daryl Macon,1629133,1,1,8,4,0,2,3,0,2,2,3,1,0,1,0.5,0.25,0,0,0.3333333333333333,0,0.5,0,0.6666666666666666,0,27,77250,SG,6-2,185,0,"November 29, 1995"
David Nwaba,1628021,4,8,22,64,16,1,0,1,1,3,117,24,0.25,0,0.4090909090909091,0.453125,0.375,0,0,0,0,0.3333333333333333,0.6153846153846154,0.3333333333333333,262,1512601,SF,6-5,219,2,"January 14, 1993"
Davis Bertans,202722,61,109,117,36,23,7,2,18,5,10,37,25,0.45901639344262296,0.3669724770642202,0.4188034188034188,0.2777777777777778,0.4782608695652174,0.42857142857142855,0.5,0.5555555555555556,0.4,0.5,0.7567567567567568,0.68,453,7000000,PF,6-10,225,2,"November 12, 1992"
Davon Reed,1628432,0,2,2,1,0,0,1,1,1,0,4,0,0,0.5,0.5,0,0,0,0,0,0,0,0.75,0,12,752250,SG,6-5,208,1,"June 11, 1995"
De'Aaron Fox,1628368,39,114,45,278,17,52,71,42,27,25,375,17,0.3076923076923077,0.37719298245614036,0.4666666666666667,0.37050359712230213,0.23529411764705882,0.2692307692307692,0.4225352112676056,0.47619047619047616,0.3333333333333333,0.32,0.6266666666666667,0.35294117647058826,1102,5470920,PG,6-3,185,1,"December 20, 1997"
De'Anthony Melton,1629001,9,22,36,53,15,5,5,8,10,3,77,12,0.1111111111111111,0.2727272727272727,0.3333333333333333,0.39622641509433965,0.2,0.2,0.4,0.25,0,0.6666666666666666,0.5584415584415584,0.5833333333333334,256,949000,PG,6-2,200,0,"May 28, 1998"
Deandre Ayton,1629028,1,2,0,191,1,77,33,61,24,33,447,0,0,0,0,0.4869109947643979,0,0.35064935064935066,0.45454545454545453,0.5081967213114754,0.25,0.36363636363636365,0.727069351230425,0,870,8175840,C,6-11,250,0,"July 23, 1998"
DeAndre Jordan,201599,0,0,0,45,0,2,0,2,1,4,392,0,0,0,0,0.37777777777777777,0,0,0,0,0,0.25,0.6836734693877551,0,446,22897200,C,6-11,265,10,"July 21, 1988"
