PLAYER_NAME,PLAYER_ID,ab3c attempt,ab3lc attempt,ab3rc attempt,paint attempt,lc3 attempt,mrc attempt,mrlc attempt,mrl attempt,mrrc attempt,mrr attempt,ra attempt,rc3 attempt,ab3c pct,ab3lc pct,ab3rc pct,paint pct,lc3 pct,mrc pct,mrlc pct,mrl pct,mrrc pct,mrr pct,ra pct,rc3 pct,total_attempts,Salary,Pos,Ht,Wt,Exp,Birth Date,Ht_in
D'Angelo Russell,1626156,179,208,195,337,33,80,51,53,52,68,241,19,0.3240223463687151,0.39903846153846156,0.3487179487179487,0.47774480712166173,0.3939393939393939,0.475,0.43137254901960786,0.49056603773584906,0.3269230769230769,0.4264705882352941,0.5477178423236515,0.631578947368421,1517,7019698,PG,6-4,193,3,"February 23, 1996",80
Damian Lillard,203081,207,236,165,125,14,53,67,75,35,54,481,18,0.3719806763285024,0.3813559322033898,0.36363636363636365,0.384,0.35714285714285715,0.4528301886792453,0.43283582089552236,0.48,0.45714285714285713,0.48148148148148145,0.5509355509355509,0.2777777777777778,1533,27977689,PG,6-2,195,6,"July 15, 1990",80
Damyean Dotson,1628422,64,80,135,48,33,55,24,28,46,28,128,28,0.234375,0.3625,0.4,0.20833333333333334,0.5151515151515151,0.43636363636363634,0.375,0.5,0.41304347826086957,0.5357142857142857,0.5703125,0.39285714285714285,698,1378242,SG,6-5,210,1,"May 6, 1994",80
Danilo Gallinari,201568,100,129,119,94,9,42,23,55,42,27,230,12,0.39,0.43410852713178294,0.4789915966386555,0.44680851063829785,0.2222222222222222,0.40476190476190477,0.5652173913043478,0.41818181818181815,0.21428571428571427,0.4074074074074074,0.5826086956521739,0.5,884,21587579,SF,6-10,233,9,"August 8, 1988",80
Danny Green,201980,37,88,124,55,68,9,8,14,4,24,81,116,0.3783783783783784,0.3977272727272727,0.45161290322580644,0.34545454545454546,0.47058823529411764,0.4444444444444444,0.375,0.5714285714285714,0.25,0.4166666666666667,0.6172839506172839,0.5258620689655172,630,10000000,SG,6-6,215,9,"June 22, 1987",80
Dario Saric,203967,91,87,85,71,26,19,16,5,17,21,225,33,0.3956043956043956,0.3793103448275862,0.3176470588235294,0.2676056338028169,0.34615384615384615,0.2631578947368421,0.4375,0.2,0.4117647058823529,0.19047619047619047,0.6355555555555555,0.3939393939393939,696,2526840,PF,6-10,225,2,"April 8, 1994",80
Darius Miller,203121,70,121,102,29,32,22,11,12,13,16,18,37,0.35714285714285715,0.38016528925619836,0.35294117647058826,0.3793103448275862,0.4375,0.5,0.5454545454545454,0.3333333333333333,0.46153846153846156,0.4375,0.6666666666666666,0.2972972972972973,484,2205000,SF,6-6,225,4,"March 21, 1990",80
Darren Collison,201954,36,41,47,53,31,62,62,21,47,44,178,35,0.4444444444444444,0.24390243902439024,0.3617021276595745,0.33962264150943394,0.4838709677419355,0.43548387096774194,0.5161290322580645,0.3333333333333333,0.48936170212765956,0.45454545454545453,0.5786516853932584,0.5714285714285714,659,10000000,PG,6-0,175,9,"August 23, 1987",80
De'Aaron Fox,1628368,39,114,45,278,17,52,71,42,27,25,375,17,0.3076923076923077,0.37719298245614036,0.4666666666666667,0.37050359712230213,0.23529411764705882,0.2692307692307692,0.4225352112676056,0.47619047619047616,0.3333333333333333,0.32,0.6266666666666667,0.35294117647058826,1102,5470920,PG,6-3,185,1,"December 20, 1997",80
DeMar DeRozan,201942,5,13,4,396,13,130,76,156,76,115,319,9,0.2,0,0,0.4494949494949495,0.3076923076923077,0.4153846153846154,0.3684210526315789,0.3717948717948718,0.4605263157894737,0.4260869565217391,0.6959247648902821,0.2222222222222222,1313,27739975,SG,6-6,220,9,"August 7, 1989",80
Derrick Rose,201565,32,60,26,152,19,60,42,36,34,40,244,5,0.28125,0.35,0.46153846153846156,0.39473684210526316,0.42105263157894735,0.38333333333333336,0.5,0.5555555555555556,0.5,0.425,0.6229508196721312,0.6,753,2176260,PG,6-2,200,9,"October 4, 1988",80
Derrick White,1628401,26,46,46,125,6,27,18,18,26,20,167,18,0.4230769230769231,0.34782608695652173,0.2608695652173913,0.472,0.16666666666666666,0.4074074074074074,0.6666666666666666,0.3333333333333333,0.5769230769230769,0.4,0.6047904191616766,0.4444444444444444,543,1667160,PG,6-4,190,1,"July 2, 1994",80
Devin Booker,1626164,123,147,108,225,16,50,42,80,47,73,324,14,0.2845528455284553,0.3673469387755102,0.3148148148148148,0.52,0.375,0.4,0.38095238095238093,0.4375,0.44680851063829785,0.5342465753424658,0.6265432098765432,0.35714285714285715,1255,3314365,SG,6-5,206,3,"October 30, 1996",80
Dion Waiters,203079,46,93,63,19,55,10,8,12,7,10,123,31,0.43478260869565216,0.2903225806451613,0.3968253968253968,0.3157894736842105,0.4909090909090909,0.3,0.5,0.25,0.5714285714285714,0.4,0.5284552845528455,0.3225806451612903,478,12705000,SG,6-3,215,6,"December 10, 1991",80
Dirk Nowitzki,1717,84,47,52,27,5,27,24,27,27,34,5,16,0.30952380952380953,0.3404255319148936,0.28846153846153844,0.48148148148148145,0.2,0.3333333333333333,0.375,0.4444444444444444,0.4074074074074074,0.4117647058823529,0.6,0.375,376,5000000,PF,7-0,245,20,"June 19, 1978",80
Donovan Mitchell,1628378,126,148,170,391,36,48,43,43,30,46,410,34,0.3253968253968254,0.3918918918918919,0.3588235294117647,0.37595907928388744,0.3888888888888889,0.625,0.4418604651162791,0.3953488372093023,0.2,0.2608695652173913,0.5902439024390244,0.38235294117647056,1530,3111480,SG,6-0,215,1,"September 7, 1996",80
Dorian Finney-Smith,1627827,32,58,65,34,40,4,5,9,5,7,211,54,0.21875,0.39655172413793105,0.2923076923076923,0.29411764705882354,0.275,0.75,0.6,0.1111111111111111,0.2,0.14285714285714285,0.6161137440758294,0.35185185185185186,528,1544951,SF,6-7,220,2,"May 4, 1993",80
Doug McDermott,203926,41,60,24,29,58,27,15,13,5,4,123,22,0.4634146341463415,0.3333333333333333,0.375,0.5172413793103449,0.4482758620689655,0.37037037037037035,0.2,0.5384615384615384,0.6,0.5,0.6747967479674797,0.45454545454545453,422,7333334,SF,6-7,225,4,"January 3, 1992",80
Dwyane Wade,2548,62,97,27,201,58,41,35,102,10,42,269,13,0.24193548387096775,0.3402061855670103,0.2222222222222222,0.43283582089552236,0.46551724137931033,0.2682926829268293,0.37142857142857144,0.38235294117647056,0.1,0.2857142857142857,0.620817843866171,0.3076923076923077,960,2393887,SG,6-4,220,15,"January 17, 1982",80
E'Twaun Moore,202734,18,59,41,146,35,14,9,23,6,20,138,23,0.4444444444444444,0.5084745762711864,0.4634146341463415,0.4726027397260274,0.4,0.35714285714285715,0.4444444444444444,0.2608695652173913,0.3333333333333333,0.45,0.6159420289855072,0.21739130434782608,532,8808685,SG,6-3,191,7,"February 25, 1989",80
Elie Okobo,1629059,26,47,43,43,8,8,10,6,4,6,81,7,0.38461538461538464,0.3191489361702128,0.23255813953488372,0.32558139534883723,0.25,0.375,0.5,0.16666666666666666,0,0.5,0.6049382716049383,0.2857142857142857,290,1238464,PG,6-3,190,0,"October 23, 1997",80
Emmanuel Mudiay,1626144,37,85,50,130,17,38,28,44,16,20,256,19,0.35135135135135137,0.29411764705882354,0.32,0.46923076923076923,0.47058823529411764,0.4473684210526316,0.5714285714285714,0.4090909090909091,0.5625,0.35,0.5234375,0.3157894736842105,740,4294479,PG,6-3,200,3,"March 5, 1996",80
Eric Bledsoe,202339,79,107,133,116,21,21,13,7,12,10,415,37,0.31645569620253167,0.308411214953271,0.37593984962406013,0.35344827586206895,0.19047619047619047,0.38095238095238093,0.3076923076923077,0.14285714285714285,0.3333333333333333,0.4,0.6843373493975904,0.32432432432432434,971,15000000,PG,6-1,214,8,"December 9, 1989",80
Ersan Ilyasova,101141,25,57,35,36,18,8,7,11,4,10,145,24,0.52,0.3684210526315789,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.625,0.2857142857142857,0.2727272727272727,0.25,0.3,0.6,0.4166666666666667,381,7000000,PF,6-9,235,10,"May 15, 1987",80
Evan Fournier,203095,93,186,86,167,64,59,34,36,36,18,269,19,0.24731182795698925,0.3655913978494624,0.3488372093023256,0.40718562874251496,0.421875,0.4406779661016949,0.4411764705882353,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.6282527881040892,0.3157894736842105,1069,17000000,SG,6-7,205,6,"October 29, 1992",80
Evan Turner,202323,8,10,16,116,10,32,11,21,22,40,149,8,0.125,0.2,0.25,0.3706896551724138,0.2,0.53125,0.36363636363636365,0.2857142857142857,0.45454545454545453,0.525,0.6174496644295302,0.25,443,17868853,PG,6-6,220,8,"October 27, 1988",80
Frank Ntilikina,1628373,21,47,20,58,11,20,10,10,8,15,47,13,0.3333333333333333,0.2765957446808511,0.3,0.3448275862068966,0.36363636363636365,0.35,0.4,0.4,0.125,0.3333333333333333,0.46808510638297873,0.15384615384615385,282,4155720,PG,6-4,200,1,"July 28, 1998",80
Fred VanVleet,1627832,67,92,79,45,28,34,17,11,18,11,168,28,0.2835820895522388,0.34782608695652173,0.43037974683544306,0.24444444444444444,0.42857142857142855,0.35294117647058826,0.35294117647058826,0.45454545454545453,0.4444444444444444,0.45454545454545453,0.5178571428571429,0.5357142857142857,600,8653847,PG,6-1,197,2,"February 25, 1994",80
Garrett Temple,202066,23,79,52,42,61,15,10,16,11,11,124,49,0.2608695652173913,0.379746835443038,0.23076923076923078,0.3333333333333333,0.4098360655737705,0.4,0.3,0.3125,0.09090909090909091,0.6363636363636364,0.6612903225806451,0.3469387755102041,493,8000000,SG,6-5,195,8,"May 8, 1986",80
Gary Harris,203914,33,84,55,104,42,15,10,23,9,19,214,28,0.24242424242424243,0.34523809523809523,0.3090909090909091,0.41346153846153844,0.38095238095238093,0.5333333333333333,0.4,0.13043478260869565,0.2222222222222222,0.3157894736842105,0.5700934579439252,0.42857142857142855,637,16517857,SG,6-4,210,4,"September 14, 1994",80
George Hill,201588,26,42,46,45,22,15,11,15,8,6,123,15,0.3076923076923077,0.21428571428571427,0.391304347826087,0.4222222222222222,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.2,0.5,0.5,0.6341463414634146,0.2,376,19000000,PG,6-4,188,10,"May 4, 1986",80
Gerald Green,101123,44,113,137,37,56,7,7,6,7,7,66,90,0.2727272727272727,0.36283185840707965,0.32116788321167883,0.3783783783783784,0.44642857142857145,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.7142857142857143,0.42857142857142855,0.7272727272727273,0.37777777777777777,578,1512601,SG,6-6,205,11,"January 26, 1986",80
Goran Dragic,201609,33,42,57,78,14,12,8,12,10,14,135,18,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.358974358974359,0.35714285714285715,0.08333333333333333,0.5,0.4166666666666667,0.4,0.2857142857142857,0.562962962962963,0.2222222222222222,433,18109175,PG,6-3,190,10,"May 6, 1986",80
Gordon Hayward,202330,44,41,75,100,32,28,21,26,39,25,166,38,0.18181818181818182,0.2682926829268293,0.4,0.53,0.4375,0.35714285714285715,0.5714285714285714,0.4230769230769231,0.358974358974359,0.52,0.6385542168674698,0.3684210526315789,635,31214295,PF,6-7,225,8,"March 23, 1990",80
Harrison Barnes,203084,75,112,116,197,61,30,11,38,15,49,247,74,0.3466666666666667,0.3392857142857143,0.4224137931034483,0.3147208121827411,0.4262295081967213,0.3,0.2727272727272727,0.2894736842105263,0.13333333333333333,0.42857142857142855,0.6072874493927125,0.4594594594594595,1027,24107258,PF,6-8,225,6,"May 30, 1992",80
Ian Clark,203546,38,62,52,73,23,11,7,15,7,14,55,26,0.23684210526315788,0.4032258064516129,0.25,0.4383561643835616,0.34782608695652173,0.2727272727272727,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.5818181818181818,0.38461538461538464,383,1757429,SG,6-3,175,5,"March 7, 1991",80
Iman Shumpert,202697,23,68,95,13,48,29,15,16,21,22,57,38,0.21739130434782608,0.36764705882352944,0.3263157894736842,0.15384615384615385,0.4166666666666667,0.3448275862068966,0.4666666666666667,0.3125,0.2857142857142857,0.2727272727272727,0.631578947368421,0.3684210526315789,446,11011234,SG,6-5,215,7,"June 26, 1990",80
Jabari Parker,203953,36,54,50,97,29,48,27,31,20,26,306,24,0.25,0.2777777777777778,0.28,0.422680412371134,0.4827586206896552,0.3958333333333333,0.4074074074074074,0.3225806451612903,0.25,0.5,0.6862745098039216,0.3333333333333333,749,20000000,PF,6-8,245,4,"March 15, 1995",80
Jalen Brunson,1628973,30,46,48,143,33,28,14,21,11,21,147,23,0.36666666666666664,0.41304347826086957,0.3333333333333333,0.4825174825174825,0.2727272727272727,0.21428571428571427,0.42857142857142855,0.38095238095238093,0.45454545454545453,0.5238095238095238,0.6530612244897959,0.34782608695652173,565,1230000,PG,6-1,190,0,"August 31, 1996",80
Jamal Crawford,2037,50,55,58,71,22,67,19,15,31,11,22,15,0.26,0.4,0.39655172413793105,0.4788732394366197,0.18181818181818182,0.417910447761194,0.5263157894736842,0.4666666666666667,0.4838709677419355,0.18181818181818182,0.5,0.3333333333333333,438,4698113,SG,6-5,185,18,"March 20, 1980",80
Jamal Murray,1627750,107,150,111,241,25,68,45,74,47,35,251,17,0.35514018691588783,0.36666666666666664,0.3153153153153153,0.4315352697095436,0.6,0.4264705882352941,0.4666666666666667,0.3918918918918919,0.48936170212765956,0.4,0.5697211155378487,0.4117647058823529,1173,3499800,PG,6-3,215,2,"February 23, 1997",80
James Harden,201935,301,276,365,281,35,12,13,21,12,23,519,50,0.3521594684385382,0.39492753623188404,0.3643835616438356,0.4483985765124555,0.2571428571428571,0.3333333333333333,0.23076923076923078,0.38095238095238093,0.4166666666666667,0.6086956521739131,0.5876685934489403,0.42,1909,30570000,PG,6-5,220,9,"August 26, 1989",80
JaMychal Green,203210,39,50,33,52,33,10,11,16,12,14,186,20,0.3333333333333333,0.4,0.45454545454545453,0.34615384615384615,0.36363636363636365,0.4,0.18181818181818182,0.375,0.5,0.5,0.6236559139784946,0.55,476,8066667,PF,6-8,227,4,"June 21, 1990",80
Jaylen Brown,1627759,28,97,74,124,26,21,11,29,7,33,291,51,0.39285714285714285,0.28865979381443296,0.40540540540540543,0.4112903225806452,0.46153846153846156,0.3333333333333333,0.45454545454545453,0.41379310344827586,0.5714285714285714,0.3333333333333333,0.6288659793814433,0.27450980392156865,792,5169960,SG,6-6,223,2,"October 24, 1996",80
Jayson Tatum,1628369,46,73,103,135,41,53,47,56,47,73,314,48,0.2826086956521739,0.4794520547945205,0.34951456310679613,0.37777777777777777,0.43902439024390244,0.32075471698113206,0.44680851063829785,0.39285714285714285,0.2765957446808511,0.3835616438356164,0.6305732484076433,0.2916666666666667,1036,6700800,SF,6-8,210,1,"March 3, 1998",80
Jeff Green,201145,36,92,92,76,42,10,13,27,21,34,186,53,0.3333333333333333,0.29347826086956524,0.3804347826086957,0.4342105263157895,0.30952380952380953,0.5,0.38461538461538464,0.4444444444444444,0.38095238095238093,0.4411764705882353,0.7365591397849462,0.4528301886792453,687,2393887,PF,6-8,235,10,"August 28, 1986",80
Jerami Grant,203924,46,42,47,108,50,12,5,13,7,15,370,106,0.34782608695652173,0.3333333333333333,0.48936170212765956,0.3055555555555556,0.38,0.25,0.4,0.3076923076923077,0.42857142857142855,0.4,0.6567567567567567,0.4056603773584906,823,8333333,PF,6-8,210,4,"March 12, 1994",80
Jeremy Lamb,203087,65,110,102,220,32,46,29,40,19,18,277,20,0.38461538461538464,0.32727272727272727,0.24509803921568626,0.42727272727272725,0.5625,0.6304347826086957,0.3793103448275862,0.375,0.42105263157894735,0.4444444444444444,0.5451263537906137,0.5,979,7000000,SG,6-5,180,6,"May 30, 1992",80
Jeremy Lin,202391,51,40,65,101,17,20,4,9,20,20,180,13,0.27450980392156865,0.275,0.2923076923076923,0.44554455445544555,0.35294117647058826,0.45,1,0.2222222222222222,0.5,0.45,0.5777777777777777,0.38461538461538464,541,12516746,PG,6-3,200,8,"August 23, 1988",80
Jerryd Bayless,201573,23,26,33,25,4,15,12,6,15,15,45,10,0.30434782608695654,0.3076923076923077,0.30303030303030304,0.28,0.5,0.4666666666666667,0.3333333333333333,0.6666666666666666,0.4,0.26666666666666666,0.4666666666666667,0.2,230,8575916,PG,6-3,200,10,"August 20, 1988",80
Jevon Carter,1628975,21,28,18,18,13,9,10,5,7,7,27,20,0.38095238095238093,0.32142857142857145,0.3333333333333333,0.2777777777777778,0.23076923076923078,0.3333333333333333,0.1,0.4,0.14285714285714285,0.2857142857142857,0.2962962962962963,0.4,185,838464,PG,6-1,200,0,"September 14, 1995",80
Jimmy Butler,202710,18,27,100,152,17,33,28,38,43,93,324,30,0.5555555555555556,0.3333333333333333,0.32,0.35526315789473684,0.35294117647058826,0.24242424242424243,0.35714285714285715,0.2894736842105263,0.3488372093023256,0.43010752688172044,0.6574074074074074,0.3333333333333333,904,19841627,SG,6-7,230,7,"September 14, 1989",80
Joe Ingles,204060,65,147,130,93,57,7,8,8,5,7,189,83,0.4,0.35374149659863946,0.36153846153846153,0.3870967741935484,0.543859649122807,0.5714285714285714,0.375,0.5,0,0.42857142857142855,0.6349206349206349,0.39759036144578314,802,12545455,PF,6-7,220,4,"October 2, 1987",80
John Jenkins,203098,11,13,18,5,7,8,4,5,12,7,6,9,0.36363636363636365,0.5384615384615384,0.3333333333333333,0.6,0.14285714285714285,0.625,0.5,0.2,0.25,0.2857142857142857,0.6666666666666666,0.4444444444444444,105,585809,SG,6-4,215,5,"March 6, 1991",80
John Wall,202322,28,60,63,45,7,33,15,16,31,18,225,11,0.21428571428571427,0.2833333333333333,0.3333333333333333,0.35555555555555557,0.2857142857142857,0.36363636363636365,0.4666666666666667,0.4375,0.3225806451612903,0.4444444444444444,0.5955555555555555,0.45454545454545453,552,19169800,PG,6-3,210,8,"September 6, 1990",80
Jonathan Isaac,1628371,48,61,52,42,61,13,12,24,18,31,206,42,0.3541666666666667,0.32786885245901637,0.25,0.30952380952380953,0.3114754098360656,0.38461538461538464,0.4166666666666667,0.2916666666666667,0.5,0.3548387096774194,0.616504854368932,0.38095238095238093,611,4969080,PF,6-11,230,1,"October 3, 1997",80
Jonathon Simmons,203613,16,43,16,80,17,11,15,9,12,15,104,9,0.25,0.2558139534883721,0.25,0.35,0.4117647058823529,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.25,0.5333333333333333,0.5384615384615384,0.2222222222222222,350,6000000,SG,6-6,195,3,"September 14, 1989",80
Jordan Clarkson,203903,80,133,136,238,56,36,18,62,33,78,270,39,0.275,0.3458646616541353,0.3088235294117647,0.42857142857142855,0.4107142857142857,0.3888888888888889,0.4444444444444444,0.5645161290322581,0.5454545454545454,0.48717948717948717,0.6296296296296297,0.28205128205128205,1180,12500000,SG,6-4,194,4,"June 7, 1992",80
Jose Calderon,101181,7,29,11,5,4,11,8,9,11,4,15,5,0.14285714285714285,0.1724137931034483,0.45454545454545453,0.4,0.5,0.7272727272727273,0.625,0.2222222222222222,0.5454545454545454,0.25,0.4666666666666667,0.2,120,2393887,PG,6-3,200,13,"September 28, 1981",80
Josh Jackson,1628367,33,61,59,179,39,29,31,22,21,27,307,31,0.30303030303030304,0.39344262295081966,0.3559322033898305,0.3743016759776536,0.20512820512820512,0.3448275862068966,0.41935483870967744,0.4090909090909091,0.3333333333333333,0.4074074074074074,0.511400651465798,0.3225806451612903,841,6041520,SG,6-8,207,1,"February 10, 1997",80
